Speed,direction,precipitation
4.1152,270,0
5.144,290,0
3.0864,310,0
3.0864,0,0
3.0864,250,0
4.1152,270,0
4.6296,300,0
2.572,275,0
0.5144,250,0
2.0576,355,0
2.0576,240,0
4.1152,240,0
3.0864,250,0
2.572,240,0
5.144,285,0
5.144,265,0
5.144,270,0
6.1728,290,0
7.2016,280,0
7.2016,270,0
7.2016,270,0
7.2016,270,0
3.0864,250,0
2.572,210,0
2.0576,240,0
1.5432,270,0
3.0864,270,0
3.0864,270,0
3.0864,270,0
2.0576,270,0
2.0576,280,0.016666667
2.0576,280,0.016666667
3.0864,305,0.016666667
2.0576,270,0.016666667
1.0288,0,0.016666667
0.5144,330,0.016666667
0.5144,150,0.016666667
0.5144,120,0.016666667
2.0576,160,0.016666667
2.572,165,0.016666667
4.6296,160,0.016666667
4.1152,180,0.016666667
4.6296,165,0.016666667
4.1152,160,0.016666667
2.0576,150,0.016666667
1.0288,150,0.016666667
2.572,285,0.016666667
2.572,315,0.016666667
1.0288,20,0.016666667
2.0576,30,0.016666667
2.0576,10,0.016666667
2.572,355,0.016666667
2.572,310,0.016666667
2.0576,330,0.016666667
1.5432,90,0
2.0576,40,0
3.0864,330,0
8.2304,320,0
8.2304,330,0
3.0864,330,0
7.2016,320,0
9.2592,320,0
10.288,300,0
8.2304,300,0
8.2304,300,0
7.2016,300,0
7.716,290,0
7.2016,290,0
7.2016,300,0
6.1728,300,0
5.144,310,0
5.144,330,0
6.1728,330,0
4.6296,0,0
2.0576,0,0
4.1152,10,0
4.1152,10,0
4.6296,15,0
5.144,15,0.0125
5.144,0,0.0125
6.1728,0,0.0125
6.1728,0,0.0125
6.1728,355,0.0125
5.144,355,0.0125
6.1728,355,0.0125
5.144,340,0.0125
7.2016,315,0.0125
7.2016,300,0.0125
9.2592,300,0.0125
9.7736,270,0.0125
8.2304,270,0.0125
10.288,270,0.0125
10.288,270,0.0125
10.288,280,0.0125
12.3456,280,0.0125
9.7736,290,0.0125
7.2016,300,0.0125
6.1728,310,0.0125
5.144,305,0.0125
4.1152,310,0.0125
1.5432,335,0.0125
4.1152,350,0.0125
5.144,10,0
6.1728,15,0
5.6584,15,0
5.144,15,0
5.144,350,0
8.2304,0,0
8.2304,350,0
10.288,350,0
8.7448,355,0
9.2592,330,0
12.3456,300,0
10.288,300,0
10.288,300,0
10.288,300,0
10.288,300,0
10.288,300,0
10.288,295,0
9.2592,300,0
7.716,310,0
10.288,290,0
8.7448,295,0
9.2592,300,0
10.288,300,0
10.288,300,0
9.2592,300,0
9.2592,300,0
8.7448,295,0
10.288,300,0
10.288,300,0
9.7736,300,0
7.716,300,0
5.144,310,0
5.144,300,0
6.6872,310,0
6.1728,290,0
6.1728,305,0
6.6872,280,0
7.716,290,0
7.2016,300,0
6.6872,300,0
6.1728,300,0
6.1728,290,0
5.144,300,0
5.144,300,0
3.0864,330,0
3.0864,340,0
4.6296,320,0
4.6296,310,0
5.144,300,0
5.144,330,0
3.0864,345,0
3.6008,330,0
4.1152,330,0
4.6296,330,0
4.6296,345,0
5.144,345,0
6.1728,340,0
7.716,330,0
8.2304,330,0
8.2304,330,0
10.288,315,0
9.7736,315,0
8.2304,310,0
6.6872,315,0
4.6296,330,0
5.144,345,0
4.6296,10,0
4.1152,0,0
2.572,15,0
3.0864,30,0
2.0576,10,0
4.1152,355,0
5.144,0,0
4.1152,10,0
5.144,0,0
5.6584,0,0
6.6872,355,0
7.2016,350,0
6.1728,350,0
6.1728,350,0
6.6872,330,0
8.7448,300,0
9.2592,300,0
9.7736,300,0
9.2592,310,0
7.716,300,0
7.716,300,0
7.716,280,0
9.2592,270,0
8.2304,290,0
7.2016,290,0
6.1728,290,0
4.1152,280,0
2.572,210,0
2.572,340,0
3.6008,330,0
3.0864,355,0
1.5432,300,0
3.0864,300,0
5.6584,290,0
5.144,300,0
5.144,300,0
7.2016,295,0
6.1728,300,0
7.2016,295,0
7.2016,295,0
7.2016,290,0
6.1728,300,0
6.1728,300,0
7.2016,290,0
6.6872,280,0
6.1728,285,0
5.144,315,0
5.144,300,0
5.6584,290,0
9.2592,290,0
10.288,290,0
12.3456,295,0
11.3168,300,0
10.288,295,0
10.288,295,0
8.2304,290,0
8.2304,290,0
11.3168,270,0
13.3744,270,0
13.8888,280,0
13.3744,280,0
13.3744,280,0
15.432,270,0
15.432,270,0
14.4032,265,0
13.3744,270,0
13.3744,260,0
12.86,250,0
9.2592,260,0
6.1728,300,0
9.2592,280,0
8.2304,270,0
9.2592,270,0
7.2016,265,0
5.144,265,0
3.0864,300,0
4.1152,300,0
5.144,310,0
4.1152,300,0
6.1728,285,0
7.716,300,0
5.6584,300,0
4.1152,280,0
5.144,300,0
5.6584,315,0
4.1152,300,0
4.1152,320,0
5.144,300,0
6.1728,300,0
7.2016,300,0
8.7448,300,0
7.716,300,0
6.6872,300,0
7.2016,300,0
6.1728,300,0
5.144,310,0
3.6008,330,0
2.572,40,0
2.0576,350,0
3.0864,330,0
3.6008,15,0
3.0864,10,0
3.6008,60,0.05
4.1152,30,0.05
5.6584,30,0.05
5.144,330,0.05
8.2304,325,0.05
7.2016,315,0.05
10.288,315,0.05
7.2016,315,0.05
7.2016,300,0.05
7.716,270,0.05
10.288,280,0.05
12.3456,270,0.05
13.3744,270,0.05
14.9176,270,0.05
15.432,270,0.05
15.432,270,0.05
12.3456,270,0.05
14.4032,270,0.05
12.86,270,0.05
10.288,270,0.05
10.288,270,0.05
10.8024,270,0.05
10.288,270,0.05
9.2592,270,0.05
7.716,265,0
3.0864,280,0
5.144,20,0
4.1152,270,0
3.0864,290,0
5.144,280,0
4.6296,300,0
5.144,290,0
7.2016,290,0
7.2016,285,0
5.144,300,0
6.1728,290,0
7.716,300,0
7.2016,310,0
7.2016,310,0
9.2592,315,0
9.2592,330,0
8.2304,330,0
8.2304,325,0
7.2016,330,0
6.1728,350,0
5.144,0,0
5.144,0,0
4.1152,20,0
4.1152,40,0
4.6296,40,0
4.6296,30,0
3.6008,50,0
3.6008,60,0
4.1152,30,0
4.1152,0,0
4.1152,0,0
8.2304,345,0
9.2592,330,0
10.288,330,0
10.288,325,0
11.3168,315,0
10.288,315,0
9.2592,315,0
9.2592,315,0
8.7448,320,0
8.2304,320,0
7.2016,315,0
6.6872,310,0
5.6584,320,0
5.144,315,0
5.6584,315,0
4.6296,330,0
5.144,330,0
5.144,330,0
5.144,310,0
4.1152,20,0
3.0864,10,0
2.0576,30,0
3.0864,30,0
3.0864,35,0
7.2016,285,0
8.2304,290,0
9.7736,300,0
10.288,300,0
9.2592,290,0
9.2592,300,0
8.2304,285,0
7.716,290,0
6.1728,280,0
4.1152,280,0
2.572,290,0
1.0288,270,0
1.0288,270,0
3.0864,290,0
5.6584,290,0
7.2016,295,0
7.2016,300,0
7.2016,300,0
9.2592,310,0
7.716,300,0
5.144,315,0
4.6296,310,0
4.6296,330,0
4.1152,0,0
5.144,340,0
5.144,330,0
8.2304,315,0
9.2592,315,0
10.288,315,0
8.7448,300,0
8.2304,310,0
8.2304,310,0
8.2304,310,0
8.2304,300,0
7.716,290,0
7.2016,300,0
4.6296,300,0
5.6584,300,0
6.1728,300,0
3.0864,290,0
2.0576,270,0.016666667
1.5432,270,0.016666667
2.0576,255,0.016666667
2.0576,270,0.016666667
1.5432,30,0.016666667
2.0576,270,0.016666667
4.6296,280,0.016666667
6.6872,270,0.016666667
7.2016,260,0.016666667
8.2304,270,0.016666667
7.2016,270,0.016666667
8.2304,255,0.016666667
8.2304,240,0.016666667
8.7448,250,0.016666667
8.2304,240,0.016666667
7.2016,260,0.016666667
8.2304,270,0.016666667
8.7448,270,0.016666667
7.2016,280,0.016666667
6.1728,285,0.016666667
5.6584,280,0.016666667
4.1152,290,0.016666667
3.0864,290,0.016666667
3.0864,270,0.016666667
5.144,260,0.004166667
10.288,270,0.004166667
14.4032,280,0.004166667
12.3456,280,0.004166667
9.2592,270,0.004166667
10.288,270,0.004166667
9.2592,260,0.004166667
5.144,270,0.004166667
7.2016,280,0.004166667
7.716,270,0.004166667
8.2304,270,0.004166667
9.2592,270,0.004166667
10.288,270,0.004166667
14.4032,270,0.004166667
14.9176,270,0.004166667
15.432,270,0.004166667
16.9752,280,0.004166667
14.4032,285,0.004166667
10.288,285,0.004166667
10.288,290,0.004166667
7.716,290,0.004166667
7.2016,280,0.004166667
7.2016,320,0.004166667
6.1728,290,0.004166667
5.144,285,0
5.144,285,0
5.144,270,0
5.144,270,0
2.572,250,0
3.0864,240,0
5.6584,255,0
6.1728,270,0
7.2016,270,0
8.2304,260,0
9.2592,270,0
9.2592,275,0
10.288,270,0
10.288,280,0
10.288,280,0
9.2592,270,0
9.2592,260,0
10.288,260,0
9.7736,260,0
9.7736,260,0
9.7736,270,0
9.7736,270,0
9.2592,270,0
9.7736,270,0
8.2304,285,0
7.716,280,0
8.2304,285,0
7.2016,290,0
4.6296,270,0
4.1152,280,0
4.6296,270,0
7.2016,270,0
5.144,260,0
4.1152,260,0
3.6008,280,0
3.0864,300,0
4.1152,280,0
4.1152,270,0
3.6008,285,0
3.6008,290,0
4.6296,290,0
3.0864,300,0
2.572,300,0
1.0288,300,0
1.0288,20,0
1.5432,10,0
1.0288,60,0
1.5432,20,0
2.0576,10,0
2.0576,340,0
5.144,330,0
3.6008,60,0
3.6008,30,0
3.6008,10,0
4.6296,330,0
5.144,320,0
5.144,330,0
6.6872,330,0
7.2016,315,0
7.2016,310,0
6.1728,300,0
7.716,300,0
7.2016,300,0
7.716,300,0
7.2016,300,0
7.2016,290,0
6.1728,290,0
4.6296,300,0
5.144,300,0
6.6872,310,0
8.7448,300,0
6.1728,300,0
3.0864,310,0
6.1728,330,0
3.0864,330,0
2.572,30,0
3.0864,330,0
3.0864,30,0
6.1728,310,0
6.6872,310,0
6.1728,300,0
5.144,300,0
5.144,315,0
6.1728,315,0
5.144,310,0
7.716,310,0
7.716,300,0
7.716,300,0
6.6872,300,0
8.2304,300,0
8.2304,310,0
6.1728,300,0
5.144,300,0
5.144,300,0
5.144,310,0
4.1152,300,0
6.1728,315,0
5.144,310,0
4.1152,330,0
5.144,345,0
5.144,340,0
5.144,315,0
3.6008,300,0
3.0864,290,0
6.6872,300,0
7.716,300,0
7.716,300,0
8.2304,300,0
8.2304,300,0
9.2592,300,0
8.7448,290,0
7.2016,280,0
7.2016,270,0
6.6872,270,0
6.1728,290,0
3.6008,285,0
2.0576,300,0
3.0864,300,0
3.0864,290,0
3.0864,290,0
2.0576,320,0
1.5432,330,0
1.5432,310,0
2.572,325,0
3.0864,330,0
5.144,330,0
6.1728,320,0
8.2304,320,0
10.8024,215,0
9.2592,315,0
8.7448,315,0
8.2304,305,0
8.2304,310,0
7.2016,315,0
7.2016,300,0
6.6872,300,0
5.144,300,0
5.144,290,0
4.6296,280,0
5.144,270,0
1.5432,45,0
1.5432,350,0
2.0576,0,0
1.0288,320,0
0.5144,315,0.05
0.5144,330,0.05
2.572,260,0.05
2.572,290,0.05
2.572,310,0.05
2.0576,20,0.05
1.0288,350,0.05
1.5432,30,0.05
2.0576,10,0.05
3.6008,20,0.05
4.1152,30,0.05
4.1152,40,0.05
3.6008,0,0.05
4.1152,310,0.05
5.144,300,0.05
4.1152,60,0.05
3.0864,30,0.05
4.6296,330,0.05
4.6296,330,0.05
4.1152,0,0.05
3.0864,280,0.05
4.6296,270,0.05
3.6008,275,0.05
2.0576,200,0.05
2.572,170,0.020833333
2.572,170,0.020833333
3.0864,185,0.020833333
2.572,210,0.020833333
2.572,210,0.020833333
3.0864,210,0.020833333
3.6008,210,0.020833333
4.6296,210,0.020833333
5.144,210,0.020833333
5.144,210,0.020833333
5.144,210,0.020833333
5.144,200,0.020833333
5.144,180,0.020833333
6.1728,210,0.020833333
6.1728,210,0.020833333
6.6872,200,0.020833333
6.1728,220,0.020833333
5.144,220,0.020833333
5.144,240,0.020833333
4.6296,240,0.020833333
3.0864,250,0.020833333
2.0576,280,0.020833333
2.572,275,0.020833333
2.572,290,0.020833333
1.5432,330,0.154166667
2.0576,30,0.154166667
7.716,300,0.154166667
9.2592,300,0.154166667
5.144,300,0.154166667
4.6296,60,0.154166667
4.1152,50,0.154166667
3.0864,330,0.154166667
7.716,315,0.154166667
6.6872,330,0.154166667
5.144,350,0.154166667
7.2016,0,0.154166667
8.2304,0,0.154166667
7.2016,350,0.154166667
6.6872,0,0.154166667
5.144,0,0.154166667
6.1728,10,0.154166667
6.1728,15,0.154166667
6.1728,30,0.154166667
7.2016,20,0.154166667
7.716,30,0.154166667
5.144,20,0.154166667
3.0864,0,0.154166667
2.0576,350,0.154166667
3.0864,330,0.008333333
2.572,330,0.008333333
4.6296,320,0.008333333
1.5432,330,0.008333333
2.0576,345,0.008333333
4.6296,320,0.008333333
3.0864,290,0.008333333
3.0864,270,0.008333333
3.0864,260,0.008333333
2.0576,280,0.008333333
3.6008,240,0.008333333
4.1152,250,0.008333333
4.1152,260,0.008333333
5.144,265,0.008333333
5.144,270,0.008333333
5.6584,270,0.008333333
8.2304,270,0.008333333
5.144,260,0.008333333
3.0864,240,0.008333333
4.1152,240,0.008333333
1.0288,70,0.008333333
1.0288,220,0.008333333
2.0576,210,0.008333333
3.0864,210,0.008333333
2.0576,220,0.0125
1.5432,210,0.0125
1.0288,220,0.0125
0, ,0.0125
0, ,0.0125
0, ,0.0125
0.5144,280,0.0125
1.0288,250,0.0125
0.5144,220,0.0125
0.5144,130,0.0125
2.572,60,0.0125
2.0576,45,0.0125
2.572,150,0.0125
2.572,170,0.0125
0.5144,180,0.0125
2.0576,210,0.0125
1.0288,180,0.0125
5.144,185,0.0125
5.144,200,0.0125
4.6296,210,0.0125
3.6008,220,0.0125
2.572,225,0.0125
3.0864,240,0.0125
4.6296,240,0.0125
2.572,250,0.004166667
2.572,250,0.004166667
3.6008,260,0.004166667
2.0576,250,0.004166667
0.5144,250,0.004166667
2.572,270,0.004166667
4.6296,240,0.004166667
5.144,250,0.004166667
4.6296,240,0.004166667
5.144,250,0.004166667
5.144,270,0.004166667
5.144,255,0.004166667
2.572,90,0.004166667
3.6008,110,0.004166667
3.0864,120,0.004166667
4.1152,140,0.004166667
4.1152,90,0.004166667
4.6296,255,0.004166667
2.572,240,0.004166667
2.572,255,0.004166667
3.0864,285,0.004166667
3.0864,310,0.004166667
4.1152,320,0.004166667
3.6008,340,0.004166667
4.6296,330,0
4.6296,330,0
4.1152,330,0
4.1152,20,0
6.1728,295,0
5.144,310,0
4.6296,300,0
4.6296,285,0
5.144,280,0
6.1728,270,0
6.1728,270,0
6.1728,260,0
5.144,270,0
5.6584,255,0
8.2304,260,0
7.2016,270,0
5.144,280,0
5.144,270,0
4.1152,265,0
3.0864,280,0
1.0288,300,0
1.5432,300,0
2.572,30,0
5.144,300,0
6.6872,300,0.05
5.144,300,0.05
6.6872,295,0.05
6.6872,300,0.05
7.2016,300,0.05
7.716,300,0.05
6.1728,300,0.05
7.716,300,0.05
7.2016,300,0.05
7.2016,300,0.05
5.144,285,0.05
8.2304,275,0.05
10.288,270,0.05
11.8312,270,0.05
10.288,270,0.05
8.2304,270,0.05
7.716,265,0.05
10.288,270,0.05
6.6872,270,0.05
7.716,260,0.05
4.1152,240,0.05
5.144,260,0.05
7.2016,270,0.05
4.1152,330,0.05
3.0864,10,0.004166667
0.5144,0,0.004166667
0.5144,0,0.004166667
0.5144,290,0.004166667
0.5144,350,0.004166667
1.0288,10,0.004166667
2.0576,30,0.004166667
5.144,310,0.004166667
8.2304,315,0.004166667
8.7448,310,0.004166667
10.288,315,0.004166667
12.3456,315,0.004166667
11.3168,310,0.004166667
12.86,310,0.004166667
13.3744,300,0.004166667
15.432,300,0.004166667
15.432,295,0.004166667
13.3744,290,0.004166667
8.2304,270,0.004166667
4.6296,270,0.004166667
7.716,290,0.004166667
8.2304,300,0.004166667
9.2592,300,0.004166667
4.1152,330,0.004166667
7.2016,300,0
8.2304,300,0
8.7448,310,0
10.288,300,0
8.7448,270,0
9.2592,260,0
10.288,265,0
10.8024,270,0
10.288,270,0
10.288,270,0
10.288,270,0
10.288,270,0
10.288,270,0
10.288,270,0
8.7448,250,0
9.2592,260,0
9.2592,255,0
7.716,260,0
7.2016,265,0
5.6584,260,0
5.144,260,0
3.6008,260,0
0.5144,310,0
1.0288,300,0
1.5432,330,0.270833333
1.5432,240,0.270833333
2.0576,285,0.270833333
2.0576,290,0.270833333
2.572,290,0.270833333
3.0864,310,0.270833333
2.572,330,0.270833333
3.0864,10,0.270833333
4.1152,10,0.270833333
5.6584,10,0.270833333
6.6872,15,0.270833333
6.1728,30,0.270833333
5.6584,30,0.270833333
5.144,30,0.270833333
3.0864,50,0.270833333
2.0576,60,0.270833333
1.5432,160,0.270833333
3.0864,180,0.270833333
3.0864,180,0.270833333
3.0864,200,0.270833333
2.0576,210,0.270833333
2.0576,210,0.270833333
2.0576,210,0.270833333
1.5432,250,0.270833333
0.5144,210,0.1125
0.5144,255,0.1125
0.5144,280,0.1125
0.5144,270,0.1125
0, ,0.1125
0, ,0.1125
1.0288,195,0.1125
2.0576,170,0.1125
4.1152,240,0.1125
5.144,240,0.1125
6.1728,240,0.1125
8.2304,250,0.1125
7.2016,240,0.1125
7.716,250,0.1125
5.144,250,0.1125
6.1728,260,0.1125
6.6872,260,0.1125
3.0864,120,0.1125
2.0576,100,0.1125
1.5432,60,0.1125
0.5144,240,0.1125
1.0288,260,0.1125
2.0576,220,0.1125
2.0576,40,0.1125
0.5144,350,0.175
0.5144,350,0.175
1.0288,30,0.175
2.0576,20,0.175
3.0864,50,0.175
3.0864,40,0.175
3.6008,20,0.175
5.144,30,0.175
5.144,35,0.175
4.6296,20,0.175
5.144,30,0.175
4.6296,40,0.175
4.1152,30,0.175
2.572,20,0.175
2.572,50,0.175
3.0864,60,0.175
3.6008,30,0.175
2.572,30,0.175
4.1152,300,0.175
8.7448,290,0.175
10.288,300,0.175
8.7448,300,0.175
7.2016,290,0.175
5.144,300,0.175
3.0864,330,0
2.0576,310,0
2.572,300,0
2.572,310,0
2.0576,60,0
2.0576,300,0
3.6008,290,0
4.6296,300,0
5.144,300,0
6.1728,310,0
6.1728,300,0
6.1728,300,0
5.144,300,0
6.1728,290,0
5.144,300,0
5.144,300,0
5.144,270,0
5.6584,270,0
6.1728,270,0
4.1152,265,0
3.6008,260,0
3.6008,270,0
3.0864,260,0
3.0864,260,0
2.0576,285,0
2.0576,5,0
2.0576,350,0
2.0576,355,0
2.0576,330,0
1.5432,0,0
3.0864,300,0
4.1152,310,0
5.144,300,0
5.144,300,0
5.144,290,0
5.6584,300,0
6.6872,285,0
6.1728,270,0
7.2016,270,0
8.2304,270,0
8.2304,260,0
7.2016,270,0
5.144,260,0
5.144,270,0
6.1728,270,0
7.2016,270,0
7.716,270,0
8.7448,270,0
7.2016,270,0
5.6584,280,0
5.144,270,0
5.144,260,0
3.0864,270,0
3.0864,265,0
3.6008,250,0
4.6296,240,0
3.0864,240,0
5.144,195,0
5.144,210,0
4.1152,230,0
4.1152,210,0
3.0864,180,0
3.6008,240,0
7.2016,270,0
6.1728,260,0
5.144,265,0
6.1728,270,0
5.144,285,0
4.6296,280,0
5.144,270,0
7.2016,255,0
6.1728,255,0
2.0576,255,0
2.572,270,0
2.0576,270,0
2.572,300,0
3.0864,355,0
3.0864,10,0
3.6008,310,0
5.144,305,0
6.1728,300,0
5.144,295,0
7.716,295,0
7.2016,300,0
6.6872,280,0
10.288,270,0
12.86,270,0
12.3456,270,0
11.8312,265,0
10.288,270,0
8.2304,265,0
6.1728,270,0
2.0576,250,0
2.572,310,0
6.1728,300,0
7.2016,300,0
6.1728,0,0.058333333
9.2592,285,0.058333333
10.288,285,0.058333333
10.8024,270,0.058333333
12.3456,270,0.058333333
10.288,260,0.058333333
7.2016,255,0.058333333
7.2016,240,0.058333333
7.716,240,0.058333333
8.2304,260,0.058333333
8.2304,265,0.058333333
9.2592,270,0.058333333
10.288,280,0.058333333
7.2016,270,0.058333333
7.2016,260,0.058333333
7.716,260,0.058333333
7.2016,270,0.058333333
6.1728,270,0.058333333
5.144,255,0.058333333
8.7448,260,0.058333333
10.288,265,0.058333333
11.3168,270,0.058333333
12.3456,270,0.058333333
15.432,280,0.058333333
13.3744,280,0.004166667
14.9176,280,0.004166667
13.3744,280,0.004166667
12.86,280,0.004166667
11.3168,275,0.004166667
7.716,270,0.004166667
7.716,255,0.004166667
7.716,250,0.004166667
8.2304,240,0.004166667
7.716,250,0.004166667
7.2016,255,0.004166667
7.2016,255,0.004166667
7.2016,260,0.004166667
7.2016,270,0.004166667
6.1728,270,0.004166667
7.2016,270,0.004166667
7.716,280,0.004166667
6.1728,280,0.004166667
5.144,280,0.004166667
4.6296,0,0.004166667
3.0864,330,0.004166667
4.6296,0,0.004166667
5.144,15,0.004166667
4.6296,270,0.004166667
10.288,270,0
12.3456,270,0
11.3168,280,0
11.8312,285,0
10.288,280,0
9.7736,275,0
5.144,270,0
2.572,255,0
3.0864,270,0
2.572,265,0
3.0864,270,0
4.1152,285,0
5.144,260,0
5.6584,255,0
6.1728,270,0
7.2016,255,0
7.716,255,0
7.2016,250,0
7.2016,240,0
7.716,240,0
3.0864,260,0
5.144,260,0
6.6872,270,0
3.0864,280,0
4.1152,285,0
4.1152,280,0
3.6008,280,0
3.0864,270,0
3.6008,290,0
2.572,250,0
4.1152,250,0
4.1152,240,0
5.144,230,0
4.6296,230,0
4.6296,220,0
4.6296,240,0
4.6296,220,0
3.0864,180,0
5.144,230,0
7.2016,220,0
7.2016,225,0
7.2016,225,0
6.6872,230,0
5.144,225,0
4.1152,225,0
5.144,220,0
3.0864,250,0
4.6296,250,0
2.0576,330,0
3.0864,240,0
4.1152,270,0
4.1152,285,0
3.6008,260,0
3.0864,260,0
2.0576,260,0
4.6296,210,0
4.1152,210,0
4.1152,180,0
4.6296,140,0
4.1152,140,0
4.1152,120,0
4.1152,90,0
3.0864,75,0
3.6008,70,0
3.0864,60,0
2.0576,45,0
2.0576,35,0
3.6008,30,0
2.0576,35,0
1.5432,60,0
2.0576,0,0
2.572,0,0
1.5432,30,0.070833333
2.572,30,0.070833333
3.0864,50,0.070833333
3.0864,10,0.070833333
2.572,350,0.070833333
4.1152,15,0.070833333
6.6872,330,0.070833333
5.144,0,0.070833333
5.6584,330,0.070833333
6.1728,330,0.070833333
7.2016,320,0.070833333
8.2304,315,0.070833333
11.3168,310,0.070833333
10.288,300,0.070833333
6.6872,270,0.070833333
7.2016,270,0.070833333
5.144,265,0.070833333
4.1152,270,0.070833333
4.1152,275,0.070833333
2.572,270,0.070833333
2.0576,285,0.070833333
1.5432,285,0.070833333
1.0288,290,0.070833333
1.5432,290,0.070833333
0.5144,295,0.045833333
0.5144,290,0.045833333
1.0288,315,0.045833333
1.5432,10,0.045833333
2.0576,0,0.045833333
3.0864,10,0.045833333
2.0576,10,0.045833333
3.0864,10,0.045833333
5.144,320,0.045833333
5.144,330,0.045833333
5.144,320,0.045833333
5.144,320,0.045833333
5.144,310,0.045833333
5.144,300,0.045833333
5.6584,295,0.045833333
4.6296,300,0.045833333
4.6296,300,0.045833333
4.1152,300,0.045833333
4.1152,300,0.045833333
2.572,285,0.045833333
1.5432,310,0.045833333
2.0576,300,0.045833333
2.0576,10,0.045833333
2.0576,15,0.045833333
1.5432,0,0
1.5432,10,0
1.0288,10,0
2.0576,300,0
4.1152,300,0
3.0864,330,0
6.6872,300,0
7.716,300,0
7.716,290,0
9.2592,290,0
8.2304,285,0
7.2016,290,0
7.2016,290,0
5.144,290,0
7.2016,290,0
8.2304,300,0
7.716,290,0
7.716,290,0
7.716,295,0
7.2016,300,0
5.144,325,0
1.5432,330,0
3.0864,45,0
2.572,330,0
2.0576,300,0.0125
2.572,290,0.0125
1.0288,300,0.0125
0.5144,290,0.0125
1.0288,270,0.0125
1.5432,315,0.0125
2.0576,330,0.0125
4.6296,310,0.0125
6.1728,300,0.0125
7.2016,310,0.0125
7.716,300,0.0125
7.716,310,0.0125
7.716,300,0.0125
6.1728,310,0.0125
5.144,300,0.0125
4.6296,280,0.0125
3.6008,150,0.0125
3.0864,190,0.0125
2.572,190,0.0125
2.0576,190,0.0125
1.5432,255,0.0125
1.5432,55,0.0125
2.0576,300,0.0125
1.5432,240,0.0125
0.5144,240,0
0.5144,330,0
0.5144,210,0
1.0288,180,0
0.5144,280,0
0.5144,340,0
1.0288,330,0
4.1152,320,0
4.6296,300,0
5.144,280,0
5.144,260,0
4.1152,240,0
4.6296,270,0
7.716,270,0
9.2592,270,0
8.7448,270,0
5.6584,260,0
5.144,290,0
5.144,300,0
5.144,315,0
7.716,325,0
7.2016,325,0
9.2592,300,0
10.288,300,0
8.7448,295,0.0125
6.1728,290,0.0125
5.144,280,0.0125
6.1728,270,0.0125
5.144,270,0.0125
8.2304,265,0.0125
9.2592,265,0.0125
6.6872,260,0.0125
4.6296,280,0.0125
5.144,285,0.0125
6.6872,280,0.0125
8.2304,270,0.0125
9.2592, ,0.0125
8.2304,260,0.0125
7.2016,270,0.0125
7.716, ,0.0125
7.2016, ,0.0125
5.144,250,0.0125
5.144,255,0.0125
4.1152,265,0.0125
2.0576,270,0.0125
0.5144,350,0.0125
2.0576,10,0.0125
2.572,10,0.0125
2.572,15,0.029166667
2.572,30,0.029166667
2.0576,40,0.029166667
2.572, ,0.029166667
3.0864,30,0.029166667
3.0864,40,0.029166667
3.0864,30,0.029166667
2.572,240,0.029166667
4.6296,195,0.029166667
4.1152,180,0.029166667
4.1152,170,0.029166667
4.1152, ,0.029166667
4.1152, ,0.029166667
4.6296, ,0.029166667
4.1152,165,0.029166667
4.1152, ,0.029166667
3.6008,170,0.029166667
3.0864,180,0.029166667
3.0864,200,0.029166667
3.0864,195,0.029166667
3.6008,180,0.029166667
3.6008,200,0.029166667
2.572,230,0.029166667
2.0576,250,0.029166667
2.0576,225,0.025
2.0576,230,0.025
2.572,240,0.025
1.0288,240,0.025
2.0576,245,0.025
2.0576,250,0.025
0.5144,230,0.025
1.0288,130,0.025
3.0864,60,0.025
3.6008,50,0.025
4.1152,330,0.025
4.6296,320,0.025
4.6296,45,0.025
3.6008,30,0.025
3.0864,315,0.025
3.0864,310,0.025
2.572,275,0.025
2.0576,300,0.025
3.0864,290,0.025
3.6008,300,0.025
2.0576,330,0.025
2.572,340,0.025
3.0864,280,0.025
5.144,280,0.025
5.144,255,0
3.6008,250,0
3.0864, ,0
3.0864,260,0
3.0864, ,0
4.1152,255,0
4.1152,240,0
4.1152,250,0
5.144,270,0
5.144, ,0
8.2304, ,0
6.6872,260,0
5.144,300,0
4.1152,270,0
7.716, ,0
7.2016, ,0
5.144, ,0
10.288,265,0
10.288, ,0
8.2304,270,0
7.2016, ,0
4.1152,240,0
3.0864,30,0
2.0576,30,0
4.6296,270,0
5.144,280,0
5.144,280,0
4.1152,300,0
3.0864, ,0
4.1152, ,0
3.6008,285,0
8.2304,270,0
10.288, ,0
14.4032, ,0
12.86, ,0
10.288,255,0
11.8312,260,0
11.3168,265,0
12.3456,270,0
10.288, ,0
10.288,260,0
9.7736,265,0
8.2304,250,0
5.6584, ,0
5.144,255,0
1.5432,270,0
2.0576,300,0
3.0864,275,0
3.6008,330,0
3.0864,270,0
2.0576,270,0
5.144,300,0
5.144,300,0
5.6584,280,0
7.2016,270,0
7.716,265,0
9.2592,265,0
9.2592,270,0
8.2304,270,0
8.2304,270,0
8.2304,275,0
7.716,280,0
9.2592,270,0
8.2304,270,0
7.716,270,0
7.2016,270,0
9.2592,270,0
7.2016,265,0
6.1728,265,0
5.144,265,0
5.144,270,0
5.144,260,0
5.144,260,0
5.144,255,0
5.6584,255,0
5.144,270,0
5.144,280,0
4.1152,280,0
5.144,280,0
5.144,255,0
7.716,240,0
